id,instrument_name,category,issuing_authority,index_source_url,canonical_url,expected_version_hint,status,source_document_id,last_checked_at,notes
MEL-LPP-009,City of Melville LPP 1.9 Height of Buildings,LPP,City of Melville,"https://www.melvillecity.com.au/planning-and-building/local-planning-strategy,-scheme-policies-and-plans/local-planning-policies",https://www.melvillecity.com.au/getContentAsset/9a1fae81-39e4-4433-9eb5-70ddb49f4d7f/3ca954ad-3848-47c6-8f97-68cebe0b47a2/height-of-buildings?language=en,,extracted,,2026-06-10,
MEL-LPP-010,City of Melville LPP 1.10 Amenity Policy,LPP,City of Melville,"https://www.melvillecity.com.au/planning-and-building/local-planning-strategy,-scheme-policies-and-plans/local-planning-policies",https://www.melvillecity.com.au/getContentAsset/cb1f9aac-bef9-4b77-bacc-0b0afa09dac5/3ca954ad-3848-47c6-8f97-68cebe0b47a2/LPP1-10-Amenity-Policy.pdf?language=en,,extracted,,2026-06-10,
MEL-LPP-011,City of Melville LPP 1.12 Child Minding Centres and Family Day Care,LPP,City of Melville,"https://www.melvillecity.com.au/planning-and-building/local-planning-strategy,-scheme-policies-and-plans/local-planning-policies",https://www.melvillecity.com.au/getContentAsset/7d19bbd6-e185-4952-808f-09c41d48596f/3ca954ad-3848-47c6-8f97-68cebe0b47a2/child-minding-centres-and-family-day-care?language=en,,extracted,,2026-06-10,
MEL-LPP-012,City of Melville LPP 1.14 Temporary Structures,LPP,City of Melville,"https://www.melvillecity.com.au/planning-and-building/local-planning-strategy,-scheme-policies-and-plans/local-planning-policies",https://www.melvillecity.com.au/getContentAsset/e97109ff-e91a-47ef-8f97-51d64523553c/3ca954ad-3848-47c6-8f97-68cebe0b47a2/temporary-structures?language=en,,extracted,,2026-06-10,
MEL-LPP-013,City of Melville LPP 1.16 Flood and Security Lighting,LPP,City of Melville,"https://www.melvillecity.com.au/planning-and-building/local-planning-strategy,-scheme-policies-and-plans/local-planning-policies",https://www.melvillecity.com.au/our-city/publications-and-forms/building-and-development/flood-and-security-lighting,,extracted,,2026-06-10,
MEL-LPP-014,City of Melville LPP 1.17 Additional Development Exemptions,LPP,City of Melville,"https://www.melvillecity.com.au/planning-and-building/local-planning-strategy,-scheme-policies-and-plans/local-planning-policies",https://www.melvillecity.com.au/getContentAsset/c2b52afc-cdb6-4605-84a8-1019a3cf1c8b/3ca954ad-3848-47c6-8f97-68cebe0b47a2/additional-development-exemptions?language=en,,extracted,,2026-06-10,
MEL-LPP-015,City of Melville LPP 1.19 Canning Bridge Activity Centre Plan - Community Benefit,LPP,City of Melville,"https://www.melvillecity.com.au/planning-and-building/local-planning-strategy,-scheme-policies-and-plans/local-planning-policies",https://www.melvillecity.com.au/getContentAsset/8d7b2dce-9569-44f5-a833-794108c1c7e1/3ca954ad-3848-47c6-8f97-68cebe0b47a2/local-planning-policy-canning-bridge-activity-ce?language=en,,extracted,,2026-06-10,
MEL-LPP-016,City of Melville LPP 1.20 Canning Bridge Activity Centre Plan - Density and Bonus,LPP,City of Melville,"https://www.melvillecity.com.au/planning-and-building/local-planning-strategy,-scheme-policies-and-plans/local-planning-policies",https://www.melvillecity.com.au/getContentAsset/29c1d63c-24d6-4646-a4c1-1514361a90a4/3ca954ad-3848-47c6-8f97-68cebe0b47a2/LPP120~1.PDF?language=en,,blocked,,2026-06-10,"council CMS serves 0-byte asset for LPP 1.20 (verified via browser + fresh index crawl; no Wayback copy). Re-check next refresh. Related coverage: MEL-SP-001 ACP, MEL-LPP-015 (LPP 1.19). | corpus/extracted/MEL-LPP-016/full_text.txt missing or <400 bytes. Unblock: `python scripts/extract_text.py MEL-LPP-016` after re-acquiring the source."
MEL-LPP-017,City of Melville LPP 1.21 Short Term Accommodation,LPP,City of Melville,"https://www.melvillecity.com.au/planning-and-building/local-planning-strategy,-scheme-policies-and-plans/local-planning-policies",https://www.melvillecity.com.au/getContentAsset/a4315d6b-c817-426e-8ed7-ddabdf53755f/3ca954ad-3848-47c6-8f97-68cebe0b47a2/short-term-accommodation?language=en,,extracted,,2026-06-10,
MEL-LPP-018,City of Melville LPP 1.22 Construction Management Plans,LPP,City of Melville,"https://www.melvillecity.com.au/planning-and-building/local-planning-strategy,-scheme-policies-and-plans/local-planning-policies",https://www.melvillecity.com.au/getContentAsset/587dc567-816b-4325-b559-94eade617513/3ca954ad-3848-47c6-8f97-68cebe0b47a2/local-planning-policy-construction-management-plan?language=en,,extracted,,2026-06-10,
MEL-LPP-019,City of Melville LPP 2.1 Non-Residential Development,LPP,City of Melville,"https://www.melvillecity.com.au/planning-and-building/local-planning-strategy,-scheme-policies-and-plans/local-planning-policies",https://www.melvillecity.com.au/getContentAsset/e33ebad7-9b3a-46a6-a5c8-71466ac52510/3ca954ad-3848-47c6-8f97-68cebe0b47a2/non-residential-development?language=en,,extracted,,2026-06-10,
MEL-LPP-020,City of Melville LPP 2.2 Outdoor Advertising and Signage,LPP,City of Melville,"https://www.melvillecity.com.au/planning-and-building/local-planning-strategy,-scheme-policies-and-plans/local-planning-policies",https://www.melvillecity.com.au/getContentAsset/f9368ae7-c309-467a-a330-6928de37353a/3ca954ad-3848-47c6-8f97-68cebe0b47a2/local-planning-policy-outdoor-advertising-and-si?language=en,,extracted,,2026-06-10,
MEL-LPP-021,City of Melville LPP 3.1 Residential Development,LPP,City of Melville,"https://www.melvillecity.com.au/planning-and-building/local-planning-strategy,-scheme-policies-and-plans/local-planning-policies",https://www.melvillecity.com.au/getContentAsset/916d8eac-8f3d-4b2a-9e26-66baeefe4e16/3ca954ad-3848-47c6-8f97-68cebe0b47a2/local-planning-policy-residential-development?language=en,,extracted,,2026-06-10,
MEL-LPP-022,City of Melville LPP 3.3 Exhibition and Display Homes,LPP,City of Melville,"https://www.melvillecity.com.au/planning-and-building/local-planning-strategy,-scheme-policies-and-plans/local-planning-policies",https://www.melvillecity.com.au/getContentAsset/e3fb0de5-d57a-4763-8c26-bc2cbd615c6b/3ca954ad-3848-47c6-8f97-68cebe0b47a2/LPP3-3-Exhibition-and-Display-Homes-(FINAL).pdf?language=en,,extracted,,2026-06-10,
MEL-LPP-023,City of Melville LPP 3.4 Tennis Courts,LPP,City of Melville,"https://www.melvillecity.com.au/planning-and-building/local-planning-strategy,-scheme-policies-and-plans/local-planning-policies",https://www.melvillecity.com.au/getContentAsset/ff4acaa0-64a2-4767-b43b-e5ed1606c002/3ca954ad-3848-47c6-8f97-68cebe0b47a2/local-planning-policy-tennis-courts?language=en,,extracted,,2026-06-10,
MEL-LPP-024,City of Melville LPP 3.5 Home Occupation Relative to Sexual Services,LPP,City of Melville,"https://www.melvillecity.com.au/planning-and-building/local-planning-strategy,-scheme-policies-and-plans/local-planning-policies",https://www.melvillecity.com.au/getContentAsset/de47197f-3bb2-4c6f-a62c-e9a6cd76f58e/3ca954ad-3848-47c6-8f97-68cebe0b47a2/local-planning-policy-home-occupation-relative-t?language=en,,extracted,,2026-06-10,
MEL-LPP-025,City of Melville LPP 4.1 RAAFA Master Plan,LPP,City of Melville,"https://www.melvillecity.com.au/planning-and-building/local-planning-strategy,-scheme-policies-and-plans/local-planning-policies",https://www.melvillecity.com.au/getContentAsset/3f701d20-cefa-45ba-9a49-ed0fe6a30941/3ca954ad-3848-47c6-8f97-68cebe0b47a2/local-planning-policy-royal-australian-air-force?language=en,,extracted,,2026-06-10,
MEL-LPP-026,City of Melville LPP 4.4 Murdoch Health and Knowledge Precinct,LPP,City of Melville,"https://www.melvillecity.com.au/planning-and-building/local-planning-strategy,-scheme-policies-and-plans/local-planning-policies",https://www.melvillecity.com.au/getContentAsset/8886da73-06db-49ac-88a2-e06ebc0dedb5/3ca954ad-3848-47c6-8f97-68cebe0b47a2/local-planning-policy-E2-80-A2murdoch-health-and-knowle?language=en,,extracted,,2026-06-10,
MEL-LPP-027,City of Melville LPP 4.5 Carawatha Development Design Guidelines,LPP,City of Melville,"https://www.melvillecity.com.au/planning-and-building/local-planning-strategy,-scheme-policies-and-plans/local-planning-policies",https://www.melvillecity.com.au/getContentAsset/fcf0b20b-84f5-47b1-a21e-0159c911ae3c/3ca954ad-3848-47c6-8f97-68cebe0b47a2/LPP-4-5-Carawatha-Development-Design-Guidelines_1.pdf?language=en,,extracted,,2026-06-10,
MEL-SP-001,City of Melville Canning Bridge Activity Centre Plan,structure_plan,City of Melville,"https://www.melvillecity.com.au/planning-and-building/local-planning-strategy,-scheme-policies-and-plans/activity-centre-and-structure-plans",https://www.wa.gov.au/system/files/2026-04/spn-0754m-8-canning-bridge-activity-centre-amendment-no-7.pdf,,extracted,,2026-06-10,
MEL-SP-002,City of Melville Kardinya District Precinct Plan,structure_plan,City of Melville,"https://www.melvillecity.com.au/planning-and-building/local-planning-strategy,-scheme-policies-and-plans/activity-centre-and-structure-plans",https://www.melvillecity.com.au/getContentAsset/925b2e15-e85f-429b-acec-07339d5e5757/3ca954ad-3848-47c6-8f97-68cebe0b47a2/Kardinya-District-Centre-Precinct-Structure-Plan-WAPC-Reference-(1).pdf?language=en,,extracted,,2026-06-10,
MEL-SP-003,City of Melville Melville City Centre Structure Plan,structure_plan,City of Melville,"https://www.melvillecity.com.au/planning-and-building/local-planning-strategy,-scheme-policies-and-plans/activity-centre-and-structure-plans",https://www.melvillecity.com.au/getContentAsset/7966c166-d3f6-4b98-b57a-5c43bfa7aabc/3ca954ad-3848-47c6-8f97-68cebe0b47a2/Melville-City-Centre-Structure-Plan-(lr).pdf?language=en,,extracted,,2026-06-10,
MEL-SP-004,City of Melville Melville District Activity Centre Structure Plan,structure_plan,City of Melville,"https://www.melvillecity.com.au/planning-and-building/local-planning-strategy,-scheme-policies-and-plans/activity-centre-and-structure-plans",https://www.melvillecity.com.au/getContentAsset/40638c7f-62b6-4e6e-9870-952ad7449112/3ca954ad-3848-47c6-8f97-68cebe0b47a2/Melville-District-Activity-Centre-Plan.pdf?language=en,,extracted,,2026-06-10,
MEL-SP-005,City of Melville Murdoch Specialised Activity Centre Structure Plan,structure_plan,City of Melville,"https://www.melvillecity.com.au/planning-and-building/local-planning-strategy,-scheme-policies-and-plans/activity-centre-and-structure-plans",https://www.wa.gov.au/system/files/2021-05/PRJ-Murdoch-Specialist_activity_Centre_SP_Part_1.pdf,,extracted,,2026-06-10,"round_1 re-acquired from https://www.wa.gov.au/system/files/2021-05/PRJ-Murdoch-Specialist_activity_Centre_SP_Part_1.pdf | previous: https://www.melvillecity.com.au/planning-and-building/local-planning-strategy,-scheme-policies-and-plans/activity-centre-and-structure-plans/murdoch-specialised-activity-centre | Murdoch Specialised Activity Centre Structure Plan Part 1 (wa.gov.au, endorsed Jan 2014)"
MEL-SP-006,City of Melville Riseley Activity Centre Structure Plan,structure_plan,City of Melville,"https://www.melvillecity.com.au/planning-and-building/local-planning-strategy,-scheme-policies-and-plans/activity-centre-and-structure-plans",https://www.wa.gov.au/system/files/2025-05/riseley-activity-centre-structure-plan-wapc.pdf,,extracted,,2026-06-10,
MEL-SP-007,City of Melville Willagee Structure Plan,structure_plan,City of Melville,"https://www.melvillecity.com.au/planning-and-building/local-planning-strategy,-scheme-policies-and-plans/activity-centre-and-structure-plans",https://www.wa.gov.au/system/files/2023-05/willagee-structure-plan-amendment-no2-wapc-reference-spn0789m-2.pdf,,extracted,,2026-06-10,
FRE-SCH-001,City of Fremantle Local Planning Scheme No. 4 - Scheme Text,scheme,City of Fremantle,https://www.fremantle.wa.gov.au/planning-and-building/town-planning/town-planning-documents/,https://www.fremantle.wa.gov.au/planning-and-building/town-planning/town-planning-documents/,current consolidated,extracted,,2026-06-10,resolve scheme text PDF from town planning documents page
FRE-LPP-006,City of Fremantle LPP 2.2 Split Density Codes,LPP,City of Fremantle,https://www.fremantle.wa.gov.au/planning-and-building/town-planning/local-planning-policies/,https://www.fremantle.wa.gov.au/wp-content/uploads/2025/05/LPP-2.2-Split-Density-Codes-Energy-Efficiency-Sustainability-Schedule-JANUARY-2022_0.cleaned.pdf,,extracted,,2026-06-10,resolve from Fremantle LPP list
NCC-001,National Construction Code 2022 Volume One,building_code,Australian Building Codes Board,https://ncc.abcb.gov.au,https://ncc.abcb.gov.au/editions/ncc-2022/adopted/volume-one,NCC 2022,metadata_only,,2026-06-10,NCC requires free registration to download; index metadata only
NCC-002,National Construction Code 2022 Volume Two,building_code,Australian Building Codes Board,https://ncc.abcb.gov.au,https://ncc.abcb.gov.au/editions/ncc-2022/adopted/volume-two,NCC 2022,metadata_only,,2026-06-10,NCC requires free registration to download; index metadata only
NCC-003,NCC 2022 Housing Provisions Standard,building_code,Australian Building Codes Board,https://ncc.abcb.gov.au,https://ncc.abcb.gov.au/editions/ncc-2022/adopted/housing-provisions,NCC 2022,metadata_only,,2026-06-10,NCC requires free registration to download; index metadata only
FRE-LPP-001,"City of Fremantle LPP 1.1 | Planning Refunds, Amendments and Community Consultation 362.5 KB",LPP,City of Fremantle,https://www.fremantle.wa.gov.au/planning-and-building/town-planning/local-planning-policies/,https://www.fremantle.wa.gov.au/wp-content/uploads/2025/05/LPP-1.1-Planning-Refunds-Amendments-and-Community-Consultation.pdf,,extracted,,2026-06-10,discovered from Fremantle LPP index
FRE-LPP-002,City of Fremantle LPP 1.4 | Application for Review of Town Planning Decisions and Written Directions 235.8 KB,LPP,City of Fremantle,https://www.fremantle.wa.gov.au/planning-and-building/town-planning/local-planning-policies/,https://www.fremantle.wa.gov.au/wp-content/uploads/2025/05/Local-Planning-Policy-1.4-Applications-for-Review-of-Planning-Decisions-and-Written-Dire-ID-6132610.pdf,,extracted,,2026-06-10,discovered from Fremantle LPP index
FRE-LPP-003,City of Fremantle LPP 1.6 | Heritage Administration and Procedures 449.3 KB,LPP,City of Fremantle,https://www.fremantle.wa.gov.au/planning-and-building/town-planning/local-planning-policies/,https://www.fremantle.wa.gov.au/wp-content/uploads/2025/09/Local-Planning-Policy-1.6-Heritage-Administration-and-Procedures.pdf,,extracted,,2026-06-10,discovered from Fremantle LPP index
FRE-LPP-004,City of Fremantle LPP 1.7 | Development Exempt from Approval 638.3 KB,LPP,City of Fremantle,https://www.fremantle.wa.gov.au/planning-and-building/town-planning/local-planning-policies/,https://www.fremantle.wa.gov.au/wp-content/uploads/2026/03/LPP-1.7-Development-Exempt-From-Planning-Approval.pdf,,extracted,,2026-06-10,discovered from Fremantle LPP index
FRE-LPP-005,City of Fremantle LPP 1.9 | Design Advisory Committee and Principles of Design 404.5 KB,LPP,City of Fremantle,https://www.fremantle.wa.gov.au/planning-and-building/town-planning/local-planning-policies/,https://www.fremantle.wa.gov.au/wp-content/uploads/2025/05/Local-Planning-Policy-1.9-Design-Advisory-Committee-and-Principles-of-Design.pdf,,extracted,,2026-06-10,discovered from Fremantle LPP index
FRE-LPP-007,City of Fremantle LPP 2.13 | Sustainable Buildings Design Requirements 58.5 KB,LPP,City of Fremantle,https://www.fremantle.wa.gov.au/planning-and-building/town-planning/local-planning-policies/,https://www.fremantle.wa.gov.au/wp-content/uploads/2025/05/Local-Planning-Policy-2.13-Sustainable-Buildings-Design-Requirements-CURRENT-as-of-24-Jul-ID-740850.pdf,,extracted,,2026-06-10,discovered from Fremantle LPP index
FRE-LPP-008,City of Fremantle LPP 2.14 | Advertisement and Signs 356.4 KB,LPP,City of Fremantle,https://www.fremantle.wa.gov.au/planning-and-building/town-planning/local-planning-policies/,https://www.fremantle.wa.gov.au/wp-content/uploads/2025/05/LPP-2.14-Advertisements-and-Signs.pdf,,extracted,,2026-06-10,discovered from Fremantle LPP index
FRE-LPP-009,City of Fremantle LPP 2.18 | New Residential Developments in the City Centre Zone – Noise from an Existing Source 34.1 KB,LPP,City of Fremantle,https://www.fremantle.wa.gov.au/planning-and-building/town-planning/local-planning-policies/,https://www.fremantle.wa.gov.au/wp-content/uploads/2025/05/Local-Planning-Policy-2.18-New-Residential-Developments-in-the-City-Centre-Zone-Noise-ID-462192.pdf,,extracted,,2026-06-10,discovered from Fremantle LPP index
FRE-LPP-010,City of Fremantle LPP 2.19 | Contributions for Public Art and/or Heritage Works 920.0 KB,LPP,City of Fremantle,https://www.fremantle.wa.gov.au/planning-and-building/town-planning/local-planning-policies/,https://www.fremantle.wa.gov.au/wp-content/uploads/2025/05/Local-Planning-Policy-2.19-Contributions-for-Public-Art-and-or-Heritage-Works-LPP2.19-ID-462189.pdf,,extracted,,2026-06-10,discovered from Fremantle LPP index
FRE-LPP-011,City of Fremantle LPP 2.23 | Register of Significant Trees and Vegetation Areas 328.8 KB,LPP,City of Fremantle,https://www.fremantle.wa.gov.au/planning-and-building/town-planning/local-planning-policies/,https://www.fremantle.wa.gov.au/wp-content/uploads/2025/05/Local-Planning-Policy-2.23-Register-of-Significant-Trees-and-Vegetation-Areas-March-2025-ID-6150079.pdf,,extracted,,2026-06-10,discovered from Fremantle LPP index
FRE-LPP-012,City of Fremantle LPP 2.24 | Waste Management Plans 250.4 KB,LPP,City of Fremantle,https://www.fremantle.wa.gov.au/planning-and-building/town-planning/local-planning-policies/,https://www.fremantle.wa.gov.au/wp-content/uploads/2025/08/Local-Planning-Policy-2.24-Waste-Management-Plans.pdf,,extracted,,2026-06-10,discovered from Fremantle LPP index
FRE-LPP-013,City of Fremantle LPP 2.25 | Telecommunications Policy 233.0 KB,LPP,City of Fremantle,https://www.fremantle.wa.gov.au/planning-and-building/town-planning/local-planning-policies/,https://www.fremantle.wa.gov.au/wp-content/uploads/2025/05/Local-Planning-Policy-2.25-Telecommunications-Policy-Amended-22-March-2023-ID-5770435.pdf,,extracted,,2026-06-10,discovered from Fremantle LPP index
FRE-LPP-014,City of Fremantle LPP 2.26 | Tree Retention Policy 285.1 KB,LPP,City of Fremantle,https://www.fremantle.wa.gov.au/planning-and-building/town-planning/local-planning-policies/,https://www.fremantle.wa.gov.au/wp-content/uploads/2025/05/Local-Planning-Policy-2.26-Tree-Retention-ID-6031941.pdf,,extracted,,2026-06-10,discovered from Fremantle LPP index
FRE-LPP-015,City of Fremantle LPP 2.27 | Unhosted Short-Term Rental Accommodation 286.1 KB,LPP,City of Fremantle,https://www.fremantle.wa.gov.au/planning-and-building/town-planning/local-planning-policies/,https://www.fremantle.wa.gov.au/wp-content/uploads/2026/01/Local-Planning-Policy-2.27-Unhosted-Short-Term-Rental-Accommodation.pdf,,extracted,,2026-06-10,discovered from Fremantle LPP index
FRE-LPP-016,City of Fremantle LPP 2.3 | Fremantle Port Buffer Area Development Guidelines 740.8 KB,LPP,City of Fremantle,https://www.fremantle.wa.gov.au/planning-and-building/town-planning/local-planning-policies/,https://www.fremantle.wa.gov.au/wp-content/uploads/2025/05/LPP-2.3-Fremantle-Port-Buffer-Area-Development-Guidelines.pdf,,extracted,,2026-06-10,discovered from Fremantle LPP index
FRE-LPP-017,City of Fremantle LPP 2.8 | Fences 343.3 KB,LPP,City of Fremantle,https://www.fremantle.wa.gov.au/planning-and-building/town-planning/local-planning-policies/,https://www.fremantle.wa.gov.au/wp-content/uploads/2025/05/LPP-2.8-Fences.pdf,,extracted,,2026-06-10,discovered from Fremantle LPP index
FRE-LPP-018,City of Fremantle LPP 2.9 | Residential Streetscapes 333.0 KB,LPP,City of Fremantle,https://www.fremantle.wa.gov.au/planning-and-building/town-planning/local-planning-policies/,https://www.fremantle.wa.gov.au/wp-content/uploads/2025/05/Local-Planning-Policy-2.9-Residential-Streetscape.pdf,,extracted,,2026-06-10,discovered from Fremantle LPP index
FRE-LPP-019,City of Fremantle LPP 3.1 | Fremantle City Centre and Northern Gateway 2.7 MB,LPP,City of Fremantle,https://www.fremantle.wa.gov.au/planning-and-building/town-planning/local-planning-policies/,https://www.fremantle.wa.gov.au/wp-content/uploads/2026/05/LPP-3.1-Fremantle-City-Centre-Northern-Gateway.pdf,,extracted,,2026-06-10,discovered from Fremantle LPP index
FRE-LPP-020,City of Fremantle LPP 3.11 | McCabe Street Area – Height of New Buildings 245.9 KB,LPP,City of Fremantle,https://www.fremantle.wa.gov.au/planning-and-building/town-planning/local-planning-policies/,https://www.fremantle.wa.gov.au/wp-content/uploads/2025/05/Local-Planning-Policy-3.11-McCabe-Street-Area-North-Fremantle-Height-of-New-Buildings-LP-ID-462201.pdf,,extracted,,2026-06-10,discovered from Fremantle LPP index
FRE-LPP-021,City of Fremantle LPP 3.14 | Wray Avenue Precinct 907.4 KB,LPP,City of Fremantle,https://www.fremantle.wa.gov.au/planning-and-building/town-planning/local-planning-policies/,https://www.fremantle.wa.gov.au/wp-content/uploads/2026/01/Local-Planning-Policy-3.14_-Wray-Avenue-Precinct-Adopted-December-2025.pdf,,extracted,,2026-06-10,discovered from Fremantle LPP index
FRE-LPP-022,City of Fremantle LPP 3.16 | Burt Street 2.5 MB,LPP,City of Fremantle,https://www.fremantle.wa.gov.au/planning-and-building/town-planning/local-planning-policies/,https://www.fremantle.wa.gov.au/wp-content/uploads/2025/05/Local-Planning-Policy-3.16-Burt-Street-CURRENT-as-of-1-July-2017-ID-462204.pdf,,extracted,,2026-06-10,discovered from Fremantle LPP index
FRE-LPP-023,"City of Fremantle LPP 3.17 | Hilton Neighbourhood Centre (South Street, Hilton) 443.5 KB",LPP,City of Fremantle,https://www.fremantle.wa.gov.au/planning-and-building/town-planning/local-planning-policies/,https://www.fremantle.wa.gov.au/wp-content/uploads/2025/05/LPP-3.17-Hilton-Neighbourhood-Centre-South-Street-Hilton.pdf,,extracted,,2026-06-10,discovered from Fremantle LPP index
FRE-LPP-024,City of Fremantle LPP 3.2 | Security Screens in the City Centre Zone 251.9 KB,LPP,City of Fremantle,https://www.fremantle.wa.gov.au/planning-and-building/town-planning/local-planning-policies/,https://www.fremantle.wa.gov.au/wp-content/uploads/2026/03/LPP-3.2-Security-Screens-in-the-City-Centre-Zone.pdf,,extracted,,2026-06-10,discovered from Fremantle LPP index
FRE-LPP-025,City of Fremantle LPP 3.20 | Special Control Area Provisions for Small Infill Development 704.1 KB,LPP,City of Fremantle,https://www.fremantle.wa.gov.au/planning-and-building/town-planning/local-planning-policies/,https://www.fremantle.wa.gov.au/wp-content/uploads/2025/05/LPP-3.20-Special-Control-Area-Provisions-for-Small-Infill-Development.pdf,,extracted,,2026-06-10,discovered from Fremantle LPP index
FRE-LPP-026,City of Fremantle LPP 3.21 | West End Heritage Area 15.0 MB,LPP,City of Fremantle,https://www.fremantle.wa.gov.au/planning-and-building/town-planning/local-planning-policies/,https://www.fremantle.wa.gov.au/wp-content/uploads/2025/05/LPP-3.21-West-End-Heritage-Area.pdf,,extracted,,2026-06-10,discovered from Fremantle LPP index
FRE-LPP-027,City of Fremantle LPP 3.22 | North Fremantle 1.3 MB,LPP,City of Fremantle,https://www.fremantle.wa.gov.au/planning-and-building/town-planning/local-planning-policies/,https://www.fremantle.wa.gov.au/wp-content/uploads/2026/05/Local-Planning-Policy-3.22-North-Fremantle-1.pdf,,extracted,,2026-06-10,discovered from Fremantle LPP index
FRE-LPP-028,City of Fremantle LPP 3.3 | Local Planning Areas (East) 937.9 KB,LPP,City of Fremantle,https://www.fremantle.wa.gov.au/planning-and-building/town-planning/local-planning-policies/,https://www.fremantle.wa.gov.au/wp-content/uploads/2026/05/Local-Planning-Policy-3.3-Local-Planning-Areas-East.pdf,,extracted,,2026-06-10,discovered from Fremantle LPP index
FRE-LPP-029,City of Fremantle LPP 3.6 | Heritage-Protected Places Built Form and Land Use 4.5 MB,LPP,City of Fremantle,https://www.fremantle.wa.gov.au/planning-and-building/town-planning/local-planning-policies/,https://www.fremantle.wa.gov.au/wp-content/uploads/2025/09/Local-Planning-Policy-3.6-Heritage-Protected-Places-Built-Form-and-Land-Use.pdf,,extracted,,2026-06-10,discovered from Fremantle LPP index
FRE-LPP-030,City of Fremantle LPP 3.6.1 | Heritage Areas Listings 6.6 MB,LPP,City of Fremantle,https://www.fremantle.wa.gov.au/planning-and-building/town-planning/local-planning-policies/,https://www.fremantle.wa.gov.au/wp-content/uploads/2025/09/Local-Planning-Policy-3.6.1-Heritage-Areas-Listings.pdf,,extracted,,2026-06-10,discovered from Fremantle LPP index
FRE-LPP-031,City of Fremantle LPP 3.7 | South Beach Village 969.6 KB,LPP,City of Fremantle,https://www.fremantle.wa.gov.au/planning-and-building/town-planning/local-planning-policies/,https://www.fremantle.wa.gov.au/wp-content/uploads/2025/05/Local-Planning-Policy-3.7-South-Beach-Village.pdf,,extracted,,2026-06-10,discovered from Fremantle LPP index
FRE-LPP-032,City of Fremantle LPP 3.8 | Local Planning Area 8 – O’Connor 513.0 KB,LPP,City of Fremantle,https://www.fremantle.wa.gov.au/planning-and-building/town-planning/local-planning-policies/,https://www.fremantle.wa.gov.au/wp-content/uploads/2025/11/Local-Planning-Policy-3.8-Local-Planning-Area-8-OConnor.pdf,,extracted,,2026-06-10,discovered from Fremantle LPP index
JOO-LPP-001,City of Joondalup Advertisements Local Planning Policy,LPP,City of Joondalup,https://www.joondalup.wa.gov.au/plan-and-build/localplanninginformationandpolicies/local-planning-policies,https://www.joondalup.wa.gov.au/awcontent/Web/Documents/Local%20Planning%20Policies/Advertisements-Local-Planning-Policy.pdf,,extracted,,2026-06-10,discovered by joondalup_lpps.py
JOO-LPP-002,City of Joondalup Alfresco Spaces Local Planning Policy,LPP,City of Joondalup,https://www.joondalup.wa.gov.au/plan-and-build/localplanninginformationandpolicies/local-planning-policies,https://www.joondalup.wa.gov.au/awcontent/Web/Documents/Local%20Planning%20Policies/Alfresco-Spaces-Local-Planning-Policy.pdf,,extracted,,2026-06-10,discovered by joondalup_lpps.py
JOO-LPP-003,City of Joondalup Childcare Premises Local Planning Policy,LPP,City of Joondalup,https://www.joondalup.wa.gov.au/plan-and-build/localplanninginformationandpolicies/local-planning-policies,https://www.joondalup.wa.gov.au/awcontent/Web/Documents/Local%20Planning%20Policies/Childcare-Premises-Local-Planning-Policy.pdf,,extracted,,2026-06-10,discovered by joondalup_lpps.py
JOO-LPP-004,City of Joondalup Closure of Pedestrian Accessways,LPP,City of Joondalup,https://www.joondalup.wa.gov.au/plan-and-build/localplanninginformationandpolicies/local-planning-policies,https://www.joondalup.wa.gov.au/awcontent/Web/Documents/Local%20Planning%20Policies/Closure-of-Pedestrian-Accessways-Local-Planning-Policy.pdf,,extracted,,2026-06-10,discovered by joondalup_lpps.py
JOO-LPP-005,City of Joondalup Coastal Local Planning Policy,LPP,City of Joondalup,https://www.joondalup.wa.gov.au/plan-and-build/localplanninginformationandpolicies/local-planning-policies,https://www.joondalup.wa.gov.au/awcontent/Web/Documents/Local%20Planning%20Policies/Coastal-Local-Planning-Policy.pdf,,extracted,,2026-06-10,discovered by joondalup_lpps.py
JOO-LPP-006,City of Joondalup Commercial Mixed Use and Service Commercial Zone Local Planning Policy,LPP,City of Joondalup,https://www.joondalup.wa.gov.au/plan-and-build/localplanninginformationandpolicies/local-planning-policies,https://www.joondalup.wa.gov.au/awcontent/Web/Documents/Local%20Planning%20Policies/Commercial-Mixed-Use-and-Service-Commercial-Zone-Local-Planning-Policy.pdf,,extracted,,2026-06-10,discovered by joondalup_lpps.py
JOO-LPP-007,City of Joondalup Consulting Rooms Local Planning Policy,LPP,City of Joondalup,https://www.joondalup.wa.gov.au/plan-and-build/localplanninginformationandpolicies/local-planning-policies,https://www.joondalup.wa.gov.au/awcontent/Web/Documents/Local%20Planning%20Policies/Consulting-Rooms-Local-Planning-Policy.pdf,,extracted,,2026-06-10,discovered by joondalup_lpps.py
JOO-LPP-008,City of Joondalup Container Deposit Scheme Infrastructure Local Planning Policy,LPP,City of Joondalup,https://www.joondalup.wa.gov.au/plan-and-build/localplanninginformationandpolicies/local-planning-policies,https://www.joondalup.wa.gov.au/awcontent/Web/Documents/Local%20Planning%20Policies/Container-Deposit-Scheme-Infrastructure-Local-Planning-Policy.pdf,,extracted,,2026-06-10,discovered by joondalup_lpps.py
